datetime,profil,solde_simule,top1_nom,top1_apr,top1_gain,top2_nom,top2_apr,top2_gain,top3_nom,top3_apr,top3_gain,gain_total
2025-06-17 17:07:21,modéré,221022.6,spectra-v2 | STUSD,54046.6,54046.6,beefy | NOICE-WETH,138013.21,138013.21,berapaw | BULLISHV2,28862.79,28862.79,220922.6
2025-06-17 17:38:38,modéré,1310.53,spectra-v2 | STUSD,54046.6,54046.6,beefy | NOICE-WETH,138013.21,138013.21,berapaw | BULLISHV2,28862.79,28862.79,220922.6
2025-06-17 17:39:42,modéré,1915.8,spectra-v2 | STUSD,54046.6,54046.6,beefy | NOICE-WETH,138013.21,138013.21,berapaw | BULLISHV2,28862.79,28862.79,220922.6
2025-06-17 17:41:09,modéré,2521.07,spectra-v2 | STUSD,54046.6,54046.6,beefy | NOICE-WETH,138013.21,138013.21,berapaw | BULLISHV2,28862.79,28862.79,220922.6
2025-06-17 17:47:59,modéré,3126.34,spectra-v2 | STUSD,54046.6,54046.6,beefy | NOICE-WETH,138013.21,138013.21,berapaw | BULLISHV2,28862.79,28862.79,220922.6
2025-06-17 17:51:00,modéré,3731.6,spectra-v2 | STUSD,54046.6,54046.6,beefy | NOICE-WETH,138013.21,138013.21,berapaw | BULLISHV2,28862.79,28862.79,220922.6
2025-06-17 17:53:51,modéré,4336.87,spectra-v2 | STUSD,54046.6,54046.6,beefy | NOICE-WETH,138013.21,138013.21,berapaw | BULLISHV2,28862.79,28862.79,220922.6
2025-06-17 18:01:11,modéré,4942.14,spectra-v2 | STUSD,54046.6,54046.6,beefy | NOICE-WETH,138013.21,138013.21,berapaw | BULLISHV2,28862.79,28862.79,220922.6
